action_frac,anchor_boundary_f1,anchor_boundary_iou,anchor_component_count_mae,anchor_component_delta_mean,anchor_dice,anchor_gap_region_fp_rate,anchor_iou,anchor_precision,anchor_recall,candidate_boundary_f1,candidate_boundary_iou,candidate_component_count_mae,candidate_component_delta_mean,candidate_dice,candidate_gap_region_fp_rate,candidate_iou,candidate_precision,candidate_rank,candidate_recall,delta_boundary_f1,delta_boundary_iou,delta_component_count_mae,delta_component_delta_mean,delta_dice,delta_gap_region_fp_rate,delta_iou,delta_precision,delta_recall,image,r216_bg_channel_proxy,r216_bg_component_count_delta,r216_bg_components_after,r216_bg_components_before,r216_crop_area,r216_cut_adjacent_bg_components_before,r216_cut_adjacent_bg_frac_before,r216_cut_area,r216_cut_component_bg_area_after,r216_cut_component_bg_frac_crop_after,r216_cut_component_border_contacts_after,r216_cut_frac_crop,r216_cut_gt_fg_frac,r216_cut_gt_gap_frac,r216_hard_risk,r216_overerosion_proxy,r216_quick_useful,r216_safe_channel_proxy_positive,run_id,split
0.75,0.4067627425291659,0.2553058187798575,0.0,0.0,0.8978390408500251,0.19581738503356078,0.8146169880145909,0.8750043729228616,0.9218974604695735,0.40814800971780973,0.25639821554355485,0.0,0.0,0.8978419332830623,0.19526266156321073,0.8146217501791881,0.875275667728498,1.0,0.9216025948177362,0.0013852671886438461,0.0010923967636973786,0.0,0.0,2.8924330371937756e-06,-0.0005547234703500437,4.762164597216234e-06,0.00027129480563636843,-0.00029486565183733937,10520.png,1.0,0.0,1.0,1.0,1950.0,1.0,0.36363636363636365,18.0,921.0,0.4723076923076923,3.0,0.009230769230769232,0.4444444444444444,0.5555555555555556,0.0,0.0,1.0,1.0,R216-soft-seam-action-candidate-diagnostic,val
1.0,0.4067627425291659,0.2553058187798575,0.0,0.0,0.8978390408500251,0.19581738503356078,0.8146169880145909,0.8750043729228616,0.9218974604695735,0.40730810001870676,0.2557356510844883,0.0,0.0,0.897808908045977,0.1947634104398957,0.8145673781978165,0.875512277137553,1.0,0.9212708709594191,0.0005453574895408764,0.00042983230463083943,0.0,0.0,-3.0132804048066397e-05,-0.0010539745936650746,-4.960981677437637e-05,0.0005079042146913793,-0.0006265895101544849,10520.png,1.0,0.0,1.0,1.0,2106.0,1.0,0.45652173913043476,36.0,1010.0,0.4795821462488129,3.0,0.017094017094017096,0.4722222222222222,0.5277777777777778,0.0,0.0,1.0,1.0,R216-soft-seam-action-candidate-diagnostic,val
0.25,0.4067627425291659,0.2553058187798575,0.0,0.0,0.8978390408500251,0.19581738503356078,0.8146169880145909,0.8750043729228616,0.9218974604695735,0.406437125748503,0.2550493189290747,0.0,0.0,0.8977599080987938,0.19581738503356078,0.8144867118290776,0.8749868793954025,2.0,0.9217500276436549,-0.00032561678066289623,-0.0002564998507827987,0.0,0.0,-7.913275123128116e-05,0.0,-0.00013027618551331166,-1.749352745905597e-05,-0.00014743282591866969,10520.png,1.0,0.0,1.0,1.0,1517.0,1.0,0.47058823529411764,4.0,400.0,0.26367831245880025,3.0,0.0026367831245880024,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
0.5,0.4067627425291659,0.2553058187798575,0.0,0.0,0.8978390408500251,0.19581738503356078,0.8146169880145909,0.8750043729228616,0.9218974604695735,0.406138873292158,0.2548144668858619,0.0,0.0,0.8977401231354669,0.19581738503356078,0.8144541427826993,0.8749825052484255,2.0,0.9217131694371752,-0.0006238692370079124,-0.000491351893995573,0.0,0.0,-9.891771455816656e-05,0.0,-0.00016284523189158406,-2.1867674436126805e-05,-0.00018429103239836486,10520.png,1.0,0.0,1.0,1.0,1517.0,1.0,0.5,5.0,401.0,0.2643375082399473,3.0,0.0032959789057350032,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
0.75,0.4067627425291659,0.2553058187798575,0.0,0.0,0.8978390408500251,0.19581738503356078,0.8146169880145909,0.8750043729228616,0.9218974604695735,0.4059615864305313,0.25467490806666143,0.0,0.0,0.897680763983629,0.19581738503356078,0.8143564356435643,0.8749693809707108,2.0,0.9216025948177362,-0.00080115609863457,-0.0006309107131960423,0.0,0.0,-0.00015827686639613425,0.0,-0.0002605523710266233,-3.499195215084239e-05,-0.00029486565183733937,10520.png,1.0,0.0,1.0,1.0,1558.0,1.0,0.4,8.0,404.0,0.2593068035943517,3.0,0.005134788189987163,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
1.0,0.4067627425291659,0.2553058187798575,0.0,0.0,0.8978390408500251,0.19581738503356078,0.8146169880145909,0.8750043729228616,0.9218974604695735,0.4056633194037298,0.25444018464908846,0.0,0.0,0.8976411876638064,0.19581738503356078,0.8142912975508078,0.8749606299212599,2.0,0.9215288784047768,-0.0010994231254360942,-0.0008656341307690107,0.0,0.0,-0.0001978531862186772,0.0,-0.0003256904637831681,-4.3743001601703746e-05,-0.0003685820647967297,10520.png,1.0,0.0,1.0,1.0,1558.0,1.0,0.4444444444444444,10.0,406.0,0.2605905006418485,3.0,0.006418485237483954,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
0.25,0.4067627425291659,0.2553058187798575,0.0,0.0,0.8978390408500251,0.19581738503356078,0.8146169880145909,0.8750043729228616,0.9218974604695735,0.406437125748503,0.2550493189290747,0.0,0.0,0.8977599080987938,0.19581738503356078,0.8144867118290776,0.8749868793954025,3.0,0.9217500276436549,-0.00032561678066289623,-0.0002564998507827987,0.0,0.0,-7.913275123128116e-05,0.0,-0.00013027618551331166,-1.749352745905597e-05,-0.00014743282591866969,10520.png,1.0,0.0,1.0,1.0,1517.0,1.0,0.47058823529411764,4.0,547.0,0.36058009228740934,3.0,0.0026367831245880024,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
0.5,0.4067627425291659,0.2553058187798575,0.0,0.0,0.8978390408500251,0.19581738503356078,0.8146169880145909,0.8750043729228616,0.9218974604695735,0.406138873292158,0.2548144668858619,0.0,0.0,0.8977401231354669,0.19581738503356078,0.8144541427826993,0.8749825052484255,3.0,0.9217131694371752,-0.0006238692370079124,-0.000491351893995573,0.0,0.0,-9.891771455816656e-05,0.0,-0.00016284523189158406,-2.1867674436126805e-05,-0.00018429103239836486,10520.png,1.0,0.0,1.0,1.0,1517.0,1.0,0.5,5.0,548.0,0.3612392880685564,3.0,0.0032959789057350032,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
0.75,0.4067627425291659,0.2553058187798575,0.0,0.0,0.8978390408500251,0.19581738503356078,0.8146169880145909,0.8750043729228616,0.9218974604695735,0.4064117757125928,0.2550293542074364,0.0,0.0,0.8977599080987938,0.19581738503356078,0.8144867118290776,0.8749868793954025,3.0,0.9217500276436549,-0.00035096681657309503,-0.0002764645724210868,0.0,0.0,-7.913275123128116e-05,0.0,-0.00013027618551331166,-1.749352745905597e-05,-0.00014743282591866969,10520.png,1.0,0.0,1.0,1.0,1444.0,1.0,0.4166666666666667,4.0,539.0,0.3732686980609418,3.0,0.002770083102493075,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
1.0,0.4067627425291659,0.2553058187798575,0.0,0.0,0.8978390408500251,0.19581738503356078,0.8146169880145909,0.8750043729228616,0.9218974604695735,0.4060375475581613,0.2547347002660823,0.0,0.0,0.8976411876638064,0.19581738503356078,0.8142912975508078,0.8749606299212599,3.0,0.9215288784047768,-0.0007251949710045946,-0.0005711185137751706,0.0,0.0,-0.0001978531862186772,0.0,-0.0003256904637831681,-4.3743001601703746e-05,-0.0003685820647967297,10520.png,1.0,0.0,1.0,1.0,1558.0,1.0,0.4444444444444444,10.0,553.0,0.35494223363286265,3.0,0.006418485237483954,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
0.25,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.32180643979297396,0.19175764192139738,1.0,1.0,0.8874543748044634,0.1942885855455992,0.7976790836317279,0.8967690264927182,1.0,0.8783312346469047,-0.00033383232210232316,-0.00023711590091463064,0.0,0.0,-6.960951187928721e-05,0.0,-0.00011248383044937249,-1.3052617137909728e-05,-0.00012385690399019378,10618.png,1.0,0.0,1.0,1.0,1748.0,1.0,0.4583333333333333,6.0,926.0,0.5297482837528604,4.0,0.003432494279176201,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
0.5,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.32122405973704704,0.19134421219232658,1.0,1.0,0.887396360223184,0.1942885855455992,0.7975853471063534,0.8967581467897644,1.0,0.8782280205602461,-0.0009162123780292464,-0.0006505456299854273,0.0,0.0,-0.00012762409315869583,0.0,-0.00020622035582384957,-2.393232009167967e-05,-0.0002270709906487811,10618.png,1.0,0.0,1.0,1.0,1748.0,1.0,0.5,11.0,931.0,0.532608695652174,4.0,0.006292906178489702,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
0.75,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.3218506642235456,0.19178904842496042,1.0,1.0,0.8874543748044634,0.1942885855455992,0.7976790836317279,0.8967690264927182,1.0,0.8783312346469047,-0.00028960789153070765,-0.00020570939735159444,0.0,0.0,-6.960951187928721e-05,0.0,-0.00011248383044937249,-1.3052617137909728e-05,-0.00012385690399019378,10618.png,1.0,0.0,1.0,1.0,1482.0,1.0,0.5,6.0,680.0,0.45883940620782726,3.0,0.004048582995951417,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
1.0,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.3208100430679007,0.19105047748976808,1.0,1.0,0.8872687068444,0.1942885855455992,0.7973791267505296,0.8967342033691046,1.0,0.8780009495695973,-0.0013302290471756129,-0.0009442803325439286,0.0,0.0,-0.00025527747194276085,0.0,-0.00041244071164769913,-4.78757407514907e-05,-0.0004541419812975622,10618.png,1.0,0.0,1.0,1.0,1786.0,1.0,0.5333333333333333,22.0,980.0,0.5487122060470325,4.0,0.012318029115341545,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
0.25,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.32270770358157,0.19239801212385998,1.0,1.0,0.8875679170707798,0.19403735030566954,0.7978625667947876,0.8968933102895924,2.0,0.8784344487335631,0.0005674314664937397,0.0004032543015479728,0.0,0.0,4.393275443703715e-05,-0.000251235239929648,7.099933261034419e-05,0.00011123117973632635,-2.0642817331717467e-05,10618.png,1.0,0.0,1.0,1.0,1840.0,1.0,0.35714285714285715,7.0,711.0,0.3864130434782609,3.0,0.0038043478260869567,0.14285714285714285,0.8571428571428571,0.0,0.0,1.0,1.0,R216-soft-seam-action-candidate-diagnostic,val
0.5,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.32278162077969674,0.19245056265705232,1.0,1.0,0.8876118562399616,0.1937861150657399,0.7979335821035459,0.8970045742954109,2.0,0.8784138059162314,0.0006413486646204558,0.00045580483474030875,0.0,0.0,8.787192361892071e-05,-0.000502470479859296,0.0001420146413686485,0.0002224951855548385,-4.1285634663434934e-05,10618.png,1.0,0.0,1.0,1.0,2050.0,1.0,0.5,14.0,772.0,0.37658536585365854,3.0,0.006829268292682927,0.14285714285714285,0.8571428571428571,0.0,0.0,1.0,1.0,R216-soft-seam-action-candidate-diagnostic,val
0.75,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.3223117787140502,0.1921166129824753,1.0,1.0,0.887514600367095,0.1941210953856461,0.7977764028723026,0.8968489830329855,2.0,0.878372520281568,0.00017150659897391396,0.00012185516016327558,0.0,0.0,-9.383949247765422e-06,-0.00016749015995309868,-1.5164589874716583e-05,6.69039231294688e-05,-8.257126932686987e-05,10618.png,1.0,0.0,1.0,1.0,2058.0,1.0,0.375,8.0,773.0,0.37560738581146746,3.0,0.003887269193391642,0.5,0.5,0.0,0.0,1.0,1.0,R216-soft-seam-action-candidate-diagnostic,val
1.0,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.32319530963722976,0.19274475524475523,1.0,1.0,0.8876163057537447,0.19345113474583367,0.7979407738039421,0.8971428571428571,2.0,0.8782899490122412,0.001055037522153468,0.0007499974224432215,0.0,0.0,9.232143740200982e-05,-0.0008374507997655212,0.00014920634176485148,0.0003607780330010524,-0.0001651425386536287,10618.png,1.0,0.0,1.0,1.0,2100.0,1.0,0.4772727272727273,28.0,801.0,0.38142857142857145,3.0,0.013333333333333334,0.2857142857142857,0.7142857142857143,0.0,0.0,1.0,1.0,R216-soft-seam-action-candidate-diagnostic,val
0.25,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.32189804424495033,0.1918226977455101,1.0,1.0,0.8874775789429775,0.1942885855455992,0.7977165782418777,0.8967733777318806,3.0,0.878372520281568,-0.00024222787012595504,-0.00017206007680189983,0.0,0.0,-4.640537336519923e-05,0.0,-7.498922029958166e-05,-8.701377975484093e-06,-8.257126932686987e-05,10618.png,1.0,0.0,1.0,1.0,1480.0,1.0,0.42857142857142855,4.0,350.0,0.23648648648648649,2.0,0.002702702702702703,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
0.5,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.32153162643704486,0.1915625170550674,1.0,1.0,0.887431169697981,0.1942885855455992,0.7976415890215781,0.896764674886711,3.0,0.8782899490122412,-0.0006086456780314276,-0.0004322407672446016,0.0,0.0,-9.281461836174731e-05,0.0,-0.00014997844059916332,-1.740422314511214e-05,-0.0001651425386536287,10618.png,1.0,0.0,1.0,1.0,1628.0,1.0,0.45454545454545453,8.0,389.0,0.23894348894348894,2.0,0.004914004914004914,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
0.75,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.3217474927874708,0.19171578258022265,1.0,1.0,0.887431169697981,0.1942885855455992,0.7976415890215781,0.896764674886711,3.0,0.8782899490122412,-0.00039277932760550804,-0.0002789752420893632,0.0,0.0,-9.281461836174731e-05,0.0,-0.00014997844059916332,-1.740422314511214e-05,-0.0001651425386536287,10618.png,1.0,0.0,1.0,1.0,1520.0,1.0,0.375,8.0,352.0,0.23157894736842105,2.0,0.005263157894736842,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
1.0,0.3221402721150763,0.191994757822312,1.0,1.0,0.8875239843163427,0.1942885855455992,0.7977915674621773,0.8967820791098561,0.8784550915508949,0.32138114209827356,0.19145569620253164,1.0,1.0,0.8873383395911556,0.1942885855455992,0.797491610580979,0.8967472647933048,3.0,0.8781248064735875,-0.0007591300168027226,-0.0005390616197803733,0.0,0.0,-0.0001856447251871174,0.0,-0.00029995688119832664,-3.481431655127931e-05,-0.00033028507730736845,10618.png,1.0,0.0,1.0,1.0,1672.0,1.0,0.4166666666666667,16.0,397.0,0.2374401913875598,2.0,0.009569377990430622,1.0,0.0,1.0,1.0,0.0,0.0,R216-soft-seam-action-candidate-diagnostic,val
